timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2
task1_3_2_0-8_trial_34_9,Show me head,12,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_34_10,Show me left knee,21,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_34_11,Show me left shoulder,14,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_34_12,Show me Full Body,1,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_1,Show me Right Arm,4,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_2,Show me right knee,18,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_3,Show me Right Leg,7,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_4,Show me Upper Body,2,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_5,Show me Right Leg,7,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_6,Show me head,12,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_7,Show me right elbow,10,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_8,Show me right shoulder,9,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_9,Show me left ankle,22,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_10,Show me Upper Body,2,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_11,Show me left knee,21,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_12,Show me Right Leg,7,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_13,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_35_14,Show me left knee,21,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_36_1,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_36_2,Show me right knee,18,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_36_3,Show me right wrist,11,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_36_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_36_5,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_1,Show me Left Leg,8,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_2,Show me Left Arm,6,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_3,Show me Left Arm,6,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_5,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_6,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_7,Show me left shoulder,14,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_8,Show me right ankle,19,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_37_9,Show me right knee,18,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_1,Show me left wrist,16,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_2,Show me Full Body,1,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_3,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_5,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_6,Show me right knee,18,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_7,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_8,Show me left ankle,22,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_9,Show me head,12,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_10,Show me Left Arm,6,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_11,Show me Right Leg,7,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_12,Show me Right Leg,7,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_13,Show me right shoulder,9,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_14,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_15,Show me Left Arm,6,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_16,Show me head,12,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_17,Show me Upper Body,2,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_18,Show me left shoulder,14,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_19,Show me left wrist,16,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_20,Show me Left Leg,8,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_21,Show me right ankle,19,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_38_22,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_1,Show me neck,13,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_2,Show me Upper Body,2,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_3,Show me left wrist,16,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_4,Show me right knee,18,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_5,Show me right shoulder,9,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_6,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_7,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_8,Show me Right Leg,7,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_9,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_10,Show me Upper Body,2,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_11,Show me left wrist,16,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_39_12,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_1,Show me Lower Body,3,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_2,Show me Full Body,1,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_3,Show me right elbow,10,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_4,Show me left shoulder,14,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_5,Show me Right Leg,7,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_6,Show me rigth hip,17,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_7,Show me left elbow,15,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_8,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_9,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_10,Show me Upper Body,2,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_11,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_12,Show me left wrist,16,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_13,Show me right ankle,19,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_14,Show me left elbow,15,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_15,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_16,Show me Full Body,1,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_17,Show me left hip,20,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_18,Show me Left Arm,6,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_19,Show me right elbow,10,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_20,Show me left ankle,22,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_21,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_40_22,Show me left elbow,15,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_1,Show me right shoulder,9,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_2,Show me rigth hip,17,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_3,Show me head,12,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_5,Show me left knee,21,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_6,Show me neck,13,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_7,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_8,Show me Full Body,1,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_9,Show me head,12,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_10,Show me right shoulder,9,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_11,Show me right shoulder,9,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_12,Show me left hip,20,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_13,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_14,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_15,Show me Left Arm,6,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_16,Show me Right Arm,4,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_17,Show me Right Leg,7,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_18,Show me rigth hip,17,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_19,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_41_20,Show me left ankle,22,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_1,Show me Lower Body,3,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_2,Show me left elbow,15,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_3,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_4,Show me right wrist,11,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_5,Show me right knee,18,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_6,Show me left shoulder,14,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_7,Show me Upper Body,2,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_8,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_9,Show me left ankle,22,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_10,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_11,Show me Left Arm,6,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_12,Show me Left Leg,8,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_13,Show me right ankle,19,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_14,Show me right wrist,11,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_15,Show me Left Leg,8,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_16,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_17,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_18,Show me head,12,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_19,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_42_20,Show me left knee,21,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_1,Show me rigth hip,17,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_2,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_3,Show me Left Arm,6,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_4,Show me Right Leg,7,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_5,Show me Right Leg,7,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_6,Show me left elbow,15,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_7,Show me Left Leg,8,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_8,Show me head,12,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_9,Show me left shoulder,14,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_10,Show me right wrist,11,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_11,Show me left hip,20,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_12,Show me left shoulder,14,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_43_13,Show me head,12,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_1,Show me right knee,18,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_2,Show me right ankle,19,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_3,Show me left shoulder,14,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_5,Show me Right Leg,7,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_6,Show me Left Leg,8,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_7,Show me Lower Body,3,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_8,Show me right knee,18,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_9,Show me right shoulder,9,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_10,Show me head,12,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_11,Show me Torso,5,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_12,Show me Torso,5,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_13,Show me Right Arm,4,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_14,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_15,Show me Full Body,1,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_16,Show me left wrist,16,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_17,Show me Left Leg,8,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_18,Show me left shoulder,14,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_19,Show me neck,13,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_20,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_21,Show me Left Arm,6,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_22,Show me Left Arm,6,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_23,Show me right elbow,10,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_24,Show me Full Body,1,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_25,Show me left knee,21,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_26,Show me right wrist,11,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_27,Show me Torso,5,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_28,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_29,Show me Upper Body,2,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_30,Show me left wrist,16,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_31,Show me right knee,18,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_32,Show me Upper Body,2,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_33,Show me right knee,18,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_44_34,Show me right wrist,11,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_1,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_2,Show me right wrist,11,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_3,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_5,Show me right shoulder,9,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_6,Show me left hip,20,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_7,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_8,Show me Right Arm,4,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_9,Show me Lower Body,3,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_10,Show me Left Leg,8,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_11,Show me Full Body,1,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_12,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_13,Show me Left Leg,8,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_14,Show me left ankle,22,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_15,Show me left hip,20,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_16,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_17,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_18,Show me Full Body,1,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_19,Show me right elbow,10,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_20,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_21,Show me right knee,18,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_22,Show me left knee,21,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_23,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_24,Show me left hip,20,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_25,Show me left knee,21,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_26,Show me Right Arm,4,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_27,Show me head,12,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_28,Show me left elbow,15,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_29,Show me head,12,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_30,Show me neck,13,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_31,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_32,Show me right shoulder,9,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_33,Show me Left Leg,8,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_34,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_35,Show me Torso,5,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_36,Show me left elbow,15,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_37,Show me Left Arm,6,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_38,Show me Left Arm,6,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_45_39,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_1,Show me Lower Body,3,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_2,Show me left wrist,16,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_3,Show me left ankle,22,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_4,Show me right knee,18,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_5,Show me left hip,20,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_6,Show me left knee,21,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_7,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_8,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_9,Show me right elbow,10,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_46_10,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
