timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2, structure, discourse
trial_29_21,Show me left knee,21,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_22,Show me right elbow,10,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_23,Show me right shoulder,9,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_24,Show me head,12,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_25,Show me Right Arm,4,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_26,Show me Left Arm,6,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_27,Show me Upper Body,2,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_29_28,Show me rigth hip,17,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_29,Show me rigth hip,17,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_29_30,Show me left wrist,16,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_31,Show me right ankle,19,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_32,Show me rigth hip,17,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_33,Show me left elbow,15,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_34,Show me Lower Body,3,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_35,Show me left elbow,15,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_36,Show me Right Arm,4,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_37,Show me left knee,21,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_29_38,Show me left shoulder,14,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_30_1,Show me left hip,20,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_2,Show me Upper Body,2,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_3,Show me Full Body,1,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_30_4,Show me right ankle,19,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_5,Show me Upper Body,2,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_6,Show me neck,13,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_7,Show me Upper Body,2,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_8,Show me left wrist,16,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_9,Show me left ankle,22,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_10,Show me left ankle,22,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_30_11,Show me left knee,21,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_30_12,Show me left ankle,22,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_31_1,Show me left knee,21,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_2,Show me head,12,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_3,Show me Lower Body,3,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_4,Show me Right Leg,7,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_31_5,Show me right wrist,11,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_6,Show me right elbow,10,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_7,Show me left hip,20,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_8,Show me left ankle,22,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_9,Show me left wrist,16,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_10,Show me right shoulder,9,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_11,Show me right knee,18,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_12,Show me left wrist,16,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_13,Show me left shoulder,14,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_14,Show me Full Body,1,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_31_15,Show me rigth hip,17,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_32_1,Show me left knee,21,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_2,Show me left wrist,16,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_3,Show me Upper Body,2,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_4,Show me left knee,21,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_5,Show me right elbow,10,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_6,Show me Torso,5,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_7,Show me neck,13,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_32_8,Show me Torso,5,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_32_9,Show me Left Arm,6,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_10,Show me neck,13,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_11,Show me right elbow,10,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_12,Show me Torso,5,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_13,Show me left ankle,22,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_14,Show me Left Arm,6,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_15,Show me right elbow,10,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_16,Show me Lower Body,3,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_17,Show me right ankle,19,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_18,Show me left ankle,22,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_19,Show me neck,13,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_20,Show me Left Leg,8,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_21,Show me right knee,18,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_22,Show me left elbow,15,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_23,Show me right wrist,11,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_24,Show me neck,13,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_25,Show me Right Arm,4,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_26,Show me right knee,18,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_27,Show me Lower Body,3,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_28,Show me left elbow,15,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_29,Show me left ankle,22,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_30,Show me right wrist,11,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_31,Show me right ankle,19,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_32,Show me head,12,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_33,Show me rigth hip,17,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_34,Show me left ankle,22,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_35,Show me left shoulder,14,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_36,Show me left wrist,16,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_32_37,Show me right wrist,11,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_33_1,Show me right shoulder,9,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_33_2,Show me neck,13,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_33_3,Show me left elbow,15,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_33_4,Show me Left Leg,8,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_33_5,Show me Lower Body,3,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_33_6,Show me right wrist,11,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_33_7,Show me right shoulder,9,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_33_8,Show me left shoulder,14,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_33_9,Show me Left Leg,8,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_34_1,Show me left hip,20,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_34_2,Show me Lower Body,3,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_3,Show me right elbow,10,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_4,Show me right knee,18,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_5,Show me Left Arm,6,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_6,Show me right ankle,19,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_7,Show me rigth hip,17,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_8,Show me left shoulder,14,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_9,Show me Right Leg,7,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_10,Show me left knee,21,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_11,Show me left hip,20,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_12,Show me head,12,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_13,Show me neck,13,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_14,Show me left shoulder,14,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_15,Show me right ankle,19,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_16,Show me right wrist,11,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_17,Show me Torso,5,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_18,Show me left elbow,15,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_19,Show me rigth hip,17,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_20,Show me left wrist,16,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_21,Show me rigth hip,17,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_22,Show me neck,13,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_23,Show me Upper Body,2,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_24,Show me left knee,21,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_25,Show me Upper Body,2,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_26,Show me left elbow,15,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_27,Show me right elbow,10,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_28,Show me neck,13,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_34_29,Show me Full Body,1,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_35_1,Show me right knee,18,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_2,Show me Lower Body,3,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_3,Show me right shoulder,9,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_4,Show me Right Arm,4,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_35_5,Show me Right Arm,4,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_35_6,Show me Upper Body,2,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_35_7,Show me right shoulder,9,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_8,Show me neck,13,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_9,Show me Left Leg,8,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_10,Show me Right Leg,7,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_11,Show me rigth hip,17,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_35_12,Show me Left Leg,8,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_13,Show me left shoulder,14,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_14,Show me Lower Body,3,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_15,Show me Upper Body,2,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_16,Show me Left Leg,8,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_17,Show me Upper Body,2,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_18,Show me Right Leg,7,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_19,Show me Right Leg,7,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_35_20,Show me left elbow,15,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_21,Show me Torso,5,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_22,Show me Left Leg,8,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_23,Show me head,12,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_24,Show me right ankle,19,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_25,Show me neck,13,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_35_26,Show me right elbow,10,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_36_1,Show me left hip,20,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_2,Show me neck,13,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_3,Show me Full Body,1,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_4,Show me left hip,20,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_5,Show me right shoulder,9,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_6,Show me left shoulder,14,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_7,Show me left wrist,16,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_8,Show me left hip,20,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_9,Show me right ankle,19,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_10,Show me Right Arm,4,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_11,Show me Torso,5,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_12,Show me left hip,20,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_13,Show me Right Leg,7,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_14,Show me left elbow,15,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_15,Show me right wrist,11,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_16,Show me Torso,5,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_17,Show me Right Arm,4,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_36_18,Show me right shoulder,9,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_36_19,Show me rigth hip,17,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_37_1,Show me right knee,18,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_2,Show me Right Arm,4,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_3,Show me Right Arm,4,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_37_4,Show me right shoulder,9,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_37_5,Show me Left Arm,6,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_6,Show me left hip,20,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_7,Show me right elbow,10,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_8,Show me Upper Body,2,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_9,Show me left ankle,22,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_10,Show me right ankle,19,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_11,Show me Right Leg,7,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_37_12,Show me Upper Body,2,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_13,Show me left knee,21,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_14,Show me right ankle,19,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_15,Show me left wrist,16,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_37_16,Show me right ankle,19,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_38_1,Show me neck,13,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_2,Show me Upper Body,2,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_3,Show me rigth hip,17,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_4,Show me left shoulder,14,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_5,Show me Torso,5,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_6,Show me Right Arm,4,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_7,Show me left knee,21,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_8,Show me right ankle,19,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_9,Show me Left Arm,6,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_10,Show me Right Leg,7,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_11,Show me left knee,21,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_12,Show me Upper Body,2,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_13,Show me right ankle,19,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_14,Show me head,12,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_15,Show me Torso,5,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_38_16,Show me left knee,21,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_17,Show me right knee,18,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_18,Show me left elbow,15,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_19,Show me Left Arm,6,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_38_20,Show me left wrist,16,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_38_21,Show me right shoulder,9,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_22,Show me Left Arm,6,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_23,Show me neck,13,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_24,Show me right wrist,11,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_25,Show me Right Leg,7,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_26,Show me left hip,20,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_27,Show me Left Arm,6,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_28,Show me Upper Body,2,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_38_29,Show me left knee,21,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_30,Show me right elbow,10,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_31,Show me Right Arm,4,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_38_32,Show me right shoulder,9,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_38_33,Show me left wrist,16,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_34,Show me right wrist,11,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_35,Show me left ankle,22,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_36,Show me right wrist,11,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_37,Show me left ankle,22,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_38_38,Show me Left Leg,8,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_39_1,Show me right wrist,11,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_2,Show me head,12,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_3,Show me head,12,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_39_4,Show me right ankle,19,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_5,Show me right wrist,11,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_6,Show me right ankle,19,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_7,Show me Left Arm,6,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_8,Show me left shoulder,14,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_39_9,Show me head,12,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_10,Show me left hip,20,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_11,Show me right knee,18,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_39_12,Show me rigth hip,17,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
