timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2, structure, discourse
trial_153_2,Show me Torso,5,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_153_3,Show me left shoulder,14,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_4,Show me Left Leg,8,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_5,Show me neck,13,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_6,Show me left wrist,16,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_7,Show me left shoulder,14,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_8,Show me Lower Body,3,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_9,Show me left hip,20,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_10,Show me right ankle,19,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_11,Show me right wrist,11,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_12,Show me Lower Body,3,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_13,Show me right wrist,11,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_14,Show me Left Leg,8,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_15,Show me left ankle,22,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_153_16,Show me neck,13,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_17,Show me Left Leg,8,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_18,Show me Left Arm,6,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_19,Show me left ankle,22,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_20,Show me Upper Body,2,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_21,Show me Right Leg,7,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_22,Show me left ankle,22,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_23,Show me right knee,18,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_24,Show me left shoulder,14,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_25,Show me neck,13,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_26,Show me Torso,5,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_153_27,Show me neck,13,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_153_28,Show me left hip,20,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_153_29,Show me Lower Body,3,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_154_1,Show me rigth hip,17,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_2,Show me Right Arm,4,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_3,Show me rigth hip,17,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_4,Show me left shoulder,14,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_5,Show me Upper Body,2,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_6,Show me left knee,21,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_7,Show me head,12,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_8,Show me rigth hip,17,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_9,Show me right wrist,11,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_10,Show me Lower Body,3,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_11,Show me left knee,21,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_12,Show me right ankle,19,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_13,Show me left wrist,16,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_14,Show me right elbow,10,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_15,Show me neck,13,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_16,Show me Full Body,1,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_17,Show me Left Arm,6,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_18,Show me left hip,20,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_19,Show me right elbow,10,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_20,Show me Upper Body,2,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_21,Show me right elbow,10,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_22,Show me left ankle,22,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_23,Show me left shoulder,14,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_24,Show me neck,13,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_25,Show me neck,13,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_154_26,Show me left ankle,22,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_27,Show me right elbow,10,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_28,Show me Right Arm,4,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_154_29,Show me Right Arm,4,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_154_30,Show me Torso,5,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_154_31,Show me Right Leg,7,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_155_1,Show me Lower Body,3,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_155_2,Show me right wrist,11,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_3,Show me left ankle,22,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_4,Show me right wrist,11,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_5,Show me Lower Body,3,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_6,Show me right wrist,11,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_7,Show me Left Arm,6,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_8,Show me left hip,20,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_9,Show me right knee,18,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_10,Show me right ankle,19,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_11,Show me left ankle,22,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_12,Show me Upper Body,2,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_13,Show me Upper Body,2,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_155_14,Show me right shoulder,9,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_15,Show me Right Arm,4,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_155_16,Show me Right Leg,7,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_17,Show me rigth hip,17,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_155_18,Show me neck,13,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_19,Show me Right Arm,4,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_20,Show me Left Arm,6,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_21,Show me left shoulder,14,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_155_22,Show me Left Arm,6,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_155_23,Show me Left Leg,8,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_24,Show me Left Leg,8,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_155_25,Show me Right Leg,7,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_26,Show me Full Body,1,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_27,Show me right ankle,19,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_155_28,Show me Right Leg,7,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_155_29,Show me Full Body,1,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_156_1,Show me Left Leg,8,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_2,Show me left knee,21,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_156_3,Show me left wrist,16,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_4,Show me left elbow,15,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_5,Show me Lower Body,3,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_6,Show me Torso,5,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_7,Show me Torso,5,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_156_8,Show me right ankle,19,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_9,Show me Right Arm,4,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_10,Show me head,12,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_11,Show me rigth hip,17,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_12,Show me neck,13,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_13,Show me right shoulder,9,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_14,Show me right shoulder,9,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_156_15,Show me rigth hip,17,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_16,Show me Right Arm,4,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_17,Show me Right Leg,7,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_18,Show me Torso,5,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_19,Show me left ankle,22,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_20,Show me left ankle,22,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_156_21,Show me Right Arm,4,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_22,Show me Lower Body,3,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_23,Show me left knee,21,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_24,Show me Lower Body,3,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_25,Show me left hip,20,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_26,Show me Right Leg,7,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_27,Show me right wrist,11,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_28,Show me left hip,20,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_29,Show me left hip,20,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_156_30,Show me left wrist,16,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_31,Show me neck,13,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_32,Show me left elbow,15,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_33,Show me Full Body,1,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_34,Show me right wrist,11,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_156_35,Show me left knee,21,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_157_1,Show me Right Leg,7,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_2,Show me Lower Body,3,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_157_3,Show me left wrist,16,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_4,Show me left ankle,22,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_5,Show me head,12,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_6,Show me Torso,5,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_157_7,Show me Right Leg,7,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_8,Show me Left Arm,6,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_9,Show me left shoulder,14,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_157_10,Show me left hip,20,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_11,Show me left wrist,16,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_12,Show me Right Leg,7,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_13,Show me Full Body,1,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_14,Show me Right Arm,4,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_15,Show me Upper Body,2,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_157_16,Show me left hip,20,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_17,Show me right knee,18,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_18,Show me left shoulder,14,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_19,Show me right wrist,11,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_20,Show me Lower Body,3,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_21,Show me head,12,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_22,Show me left hip,20,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_23,Show me head,12,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_24,Show me right ankle,19,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_25,Show me right shoulder,9,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_26,Show me right ankle,19,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_27,Show me neck,13,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_28,Show me left shoulder,14,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_29,Show me Torso,5,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_30,Show me right knee,18,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_157_31,Show me head,12,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_158_1,Show me left ankle,22,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_2,Show me Torso,5,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_3,Show me left ankle,22,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_4,Show me Right Arm,4,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_5,Show me Right Arm,4,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_158_6,Show me left ankle,22,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_7,Show me left shoulder,14,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_8,Show me left knee,21,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_9,Show me right wrist,11,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_10,Show me left ankle,22,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_11,Show me Torso,5,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_12,Show me right knee,18,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_13,Show me Right Leg,7,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_158_14,Show me right elbow,10,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_15,Show me right elbow,10,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_158_16,Show me Upper Body,2,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_17,Show me Left Arm,6,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_158_18,Show me Full Body,1,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_19,Show me left knee,21,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_20,Show me rigth hip,17,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_21,Show me left shoulder,14,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_22,Show me Right Leg,7,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_23,Show me left elbow,15,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_24,Show me right shoulder,9,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_25,Show me left wrist,16,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_26,Show me Left Leg,8,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_27,Show me left shoulder,14,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_28,Show me Right Leg,7,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_29,Show me Upper Body,2,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_30,Show me right ankle,19,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_31,Show me left ankle,22,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_32,Show me Right Arm,4,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_33,Show me left wrist,16,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_34,Show me left hip,20,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_35,Show me head,12,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_158_36,Show me Lower Body,3,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_159_1,Show me right knee,18,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_159_2,Show me left knee,21,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_159_3,Show me Full Body,1,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_159_4,Show me right shoulder,9,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_160_1,Show me Right Arm,4,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_160_2,Show me Full Body,1,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_3,Show me left shoulder,14,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_4,Show me Upper Body,2,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_5,Show me left elbow,15,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_6,Show me right shoulder,9,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_7,Show me right shoulder,9,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_160_8,Show me Right Leg,7,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_9,Show me Right Arm,4,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_10,Show me Left Leg,8,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_11,Show me neck,13,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_12,Show me right knee,18,2,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_13,Show me right elbow,10,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_14,Show me Torso,5,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_15,Show me Right Leg,7,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_16,Show me head,12,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_17,Show me left shoulder,14,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_18,Show me head,12,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_19,Show me right elbow,10,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_20,Show me Left Leg,8,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_21,Show me left ankle,22,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_160_22,Show me Full Body,1,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_23,Show me Right Arm,4,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_160_24,Show me right ankle,19,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_161_1,Show me right wrist,11,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_2,Show me right shoulder,9,2,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_3,Show me neck,13,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_4,Show me left ankle,22,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_5,Show me Right Leg,7,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_6,Show me right knee,18,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_161_7,Show me Full Body,1,1,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_8,Show me right elbow,10,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_9,Show me left shoulder,14,2,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_10,Show me neck,13,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_11,Show me left ankle,22,0,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_12,Show me rigth hip,17,1,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_13,Show me left elbow,15,1,2,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_14,Show me Lower Body,3,0,0,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_161_15,Show me Left Arm,6,0,1,Task1_1.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
